PowTotAct_Min,Inj1PosVolAct_Var,Inj1PrsAct_meanOfInjPhase,Inj1HopTmpAct_1stPCscore,Inj1HtgEd3Act_1stPCscore,ClpFceAct_1stPCscore,ClpPosAct_1stPCscore,OilTmp1Act_1stPCscore,mass
901,476.604366882028,110.423853070176,-173.95543658524,-89.274434275985,96.8051780450374,-147.641933013294,-169.121923631623,33.0405
-237,473.452624387218,114.064657174152,-178.232949009289,-93.7775336057769,117.013313998066,-147.6475471469,-161.461050135749,33.0354
-216,477.286859924925,120.69303618421,-177.079437318287,-87.9188808277417,-96.8886863810277,-147.636764316504,-128.685835865092,33.2126
-695,473.988490647624,112.343439211392,-169.392337853563,-86.9314014008077,101.405079923361,-131.598492602376,-154.210212703886,33.0325
-706,474.436442394096,114.622288377193,-172.911210813875,-87.6952956073711,102.549868965242,-147.644488988148,-165.393462425036,33.0394
-270,474.827371230867,114.59592872807,-176.373913407213,-93.7790358556187,117.082485975771,-147.644190290707,-161.666182774946,33.0236
1310,468.634378147508,100.266591008772,-171.959570177184,-218.141809210295,78.703365819433,-147.620866576872,-109.818420410401,32.9746
-350,476.090759285159,113.721031798246,-178.715198122471,-95.5677401161922,122.131421992245,-147.650314704373,-161.66589269835,33.0421
-1539,466.980186655521,99.7699167579413,-172.569629314498,-255.57690775937,40.698720367147,-147.602935145656,-116.928181258803,32.9549
-1656,470.674877827988,100.307244517544,-173.243242514173,-219.679866993272,67.196079163677,-147.605888015421,-113.200012799344,32.965
561,472.901614980766,112.196983552632,-171.628904713894,-82.2278448231722,106.524868422326,-131.600536158307,-154.209331133334,33.0355
-100,472.707123912943,114.818921052631,-178.233986148206,-99.5974427404219,121.090275973844,-147.649227591526,-157.918837293046,33.039
-53,468.011679661156,100.532208333334,-171.600331753331,-217.67049098206,73.0153802749136,-147.621661719789,-113.201329993048,32.9657
-831,473.112959298942,112.237650933041,-169.658648689587,-104.682113451811,107.979520694981,-131.592167779005,-154.210212703886,33.0173
768,479.900841228122,122.968188596492,-172.418003556918,-84.8941855690642,-51.0263211017566,-136.963450329067,-131.841768965259,33.237
-1630,473.136691654933,114.750894736842,-169.122389687676,-82.1087204829469,116.991970724388,-147.63242493563,-161.774512181472,33.0395
-1618,474.476553662681,113.177629385966,-168.798486874294,-88.9450089078699,115.483771236705,-147.635869868725,-157.937565982266,33.0382
342,475.052996476039,113.979362938597,-173.984949256374,-84.6405452222533,118.040293967992,-147.634783646776,-154.253445825455,33.0414
-1788,472.551772102738,115.122970394737,-171.732618128727,-82.0360187697914,119.14054614427,-147.610360434322,-161.66589269835,33.0413
1103,478.293048414739,124.064824561404,-172.087699331538,-88.2063184541514,-72.1234988853063,-147.627705051009,-131.842336809952,33.2079
