 

stn;time;gre000z0
STG;202105040800;280
STG;202105040810;325
STG;202105040820;342
STG;202105040830;326
STG;202105040840;318
STG;202105040850;315
STG;202105040900;330
STG;202105040910;356
STG;202105040920;354
STG;202105040930;343
STG;202105040940;331
STG;202105040950;340
STG;202105041000;370
STG;202105041010;435
STG;202105041020;431
STG;202105041030;399
STG;202105041040;381
STG;202105041050;377
STG;202105041100;408
STG;202105041110;424
STG;202105041120;550
STG;202105041130;688
STG;202105041140;833
STG;202105041150;829
STG;202105041200;884
STG;202105041210;746
STG;202105041220;703
STG;202105041230;608
STG;202105041240;491
STG;202105041250;402
STG;202105041300;544
STG;202105041310;794
STG;202105041320;735
STG;202105041330;614
STG;202105041340;363
STG;202105041350;497
STG;202105041400;479
STG;202105041410;616
STG;202105041420;497
STG;202105041430;574
STG;202105041440;418
STG;202105041450;494
STG;202105041500;404
STG;202105041510;349
STG;202105041520;332
STG;202105041530;306
STG;202105041540;219
STG;202105041550;171
STG;202105041600;133
STG;202105041610;129
STG;202105041620;141
STG;202105041630;163
STG;202105041640;103
STG;202105041650;72
STG;202105041700;56
STG;202105041710;63
STG;202105041720;64
STG;202105041730;38
STG;202105041740;26
STG;202105041750;21
STG;202105041800;14
STG;202105041810;8
STG;202105041820;10
STG;202105041830;4
STG;202105041840;0
STG;202105041850;0
STG;202105041900;0
STG;202105041910;0
STG;202105041920;0
STG;202105041930;0
STG;202105041940;0
STG;202105041950;0
STG;202105042000;0
STG;202105042010;0
STG;202105042020;0
STG;202105042030;0
STG;202105042040;0
STG;202105042050;0
STG;202105042100;0
STG;202105042110;0
STG;202105042120;0
STG;202105042130;0
STG;202105042140;0
STG;202105042150;0
STG;202105042200;0
STG;202105042210;0
STG;202105042220;0
STG;202105042230;0
STG;202105042240;0
STG;202105042250;0
STG;202105042300;0
STG;202105042310;0
STG;202105042320;0
STG;202105042330;0
STG;202105042340;0
STG;202105042350;0
STG;202105050000;0
STG;202105050010;0
STG;202105050020;0
STG;202105050030;0
STG;202105050040;0
STG;202105050050;0
STG;202105050100;0
STG;202105050110;0
STG;202105050120;0
STG;202105050130;0
STG;202105050140;0
STG;202105050150;0
STG;202105050200;0
STG;202105050210;0
STG;202105050220;0
STG;202105050230;0
STG;202105050240;0
STG;202105050250;0
STG;202105050300;0
STG;202105050310;0
STG;202105050320;0
STG;202105050330;0
STG;202105050340;0
STG;202105050350;0
STG;202105050400;0
STG;202105050410;0
STG;202105050420;0
STG;202105050430;0
STG;202105050440;0
STG;202105050450;0
STG;202105050500;0
STG;202105050510;0
STG;202105050520;0
STG;202105050530;4
STG;202105050540;24
STG;202105050550;31
STG;202105050600;22
STG;202105050610;34
STG;202105050620;52
STG;202105050630;17
STG;202105050640;11
STG;202105050650;22
STG;202105050700;17
STG;202105050710;43
STG;202105050720;96
STG;202105050730;131
STG;202105050740;161
STG;202105050750;197
STG;202105050800;133
STG;202105050810;228
STG;202105050820;261
STG;202105050830;180
STG;202105050840;218
STG;202105050850;264
STG;202105050900;232
STG;202105050910;286
STG;202105050920;230
STG;202105050930;120
STG;202105050940;116
STG;202105050950;195
STG;202105051000;146
STG;202105051010;127
STG;202105051020;73
STG;202105051030;31
STG;202105051040;75
STG;202105051050;105
STG;202105051100;121
STG;202105051110;158
STG;202105051120;251
STG;202105051130;875
STG;202105051140;169
STG;202105051150;41
STG;202105051200;78
STG;202105051210;305
STG;202105051220;208
STG;202105051230;619
STG;202105051240;476
STG;202105051250;99
STG;202105051300;136
STG;202105051310;161
STG;202105051320;206
STG;202105051330;344
STG;202105051340;369
STG;202105051350;125
STG;202105051400;159
STG;202105051410;250
STG;202105051420;655
STG;202105051430;665
STG;202105051440;442
STG;202105051450;419
STG;202105051500;212
STG;202105051510;157
STG;202105051520;115
STG;202105051530;64
STG;202105051540;91
STG;202105051550;106
STG;202105051600;128
STG;202105051610;83
STG;202105051620;32
STG;202105051630;282
STG;202105051640;137
STG;202105051650;47
STG;202105051700;63
STG;202105051710;119
STG;202105051720;70
STG;202105051730;74
STG;202105051740;71
STG;202105051750;45
STG;202105051800;36
STG;202105051810;25
STG;202105051820;12
STG;202105051830;3
STG;202105051840;0
STG;202105051850;0
STG;202105051900;0
STG;202105051910;0
STG;202105051920;0
STG;202105051930;0
STG;202105051940;0
STG;202105051950;0
STG;202105052000;0
STG;202105052010;0
STG;202105052020;0
STG;202105052030;0
STG;202105052040;0
STG;202105052050;0
STG;202105052100;0
STG;202105052110;0
STG;202105052120;0
STG;202105052130;0
STG;202105052140;0
STG;202105052150;0
STG;202105052200;0
STG;202105052210;0
STG;202105052220;0
STG;202105052230;0
STG;202105052240;0
STG;202105052250;0
STG;202105052300;0
STG;202105052310;0
STG;202105052320;0
STG;202105052330;0
STG;202105052340;0
STG;202105052350;0
STG;202105060000;0
STG;202105060010;0
STG;202105060020;0
STG;202105060030;0
STG;202105060040;0
STG;202105060050;0
STG;202105060100;0
STG;202105060110;0
STG;202105060120;0
STG;202105060130;0
STG;202105060140;0
STG;202105060150;0
STG;202105060200;0
STG;202105060210;0
STG;202105060220;0
STG;202105060230;0
STG;202105060240;0
STG;202105060250;0
STG;202105060300;0
STG;202105060310;0
STG;202105060320;0
STG;202105060330;0
STG;202105060340;0
STG;202105060350;0
STG;202105060400;0
STG;202105060410;4
STG;202105060420;9
STG;202105060430;15
STG;202105060440;22
STG;202105060450;21
STG;202105060500;23
STG;202105060510;41
STG;202105060520;51
STG;202105060530;76
STG;202105060540;98
STG;202105060550;105
STG;202105060600;88
STG;202105060610;132
STG;202105060620;159
STG;202105060630;172
STG;202105060640;170
STG;202105060650;199
STG;202105060700;227
STG;202105060710;297
STG;202105060720;309
STG;202105060730;447
STG;202105060740;460
STG;202105060750;374
STG;202105060800;449
STG;202105060810;372
STG;202105060820;317
STG;202105060830;269
STG;202105060840;261
STG;202105060850;248
STG;202105060900;225
STG;202105060910;204
STG;202105060920;188
STG;202105060930;179
STG;202105060940;178
STG;202105060950;151
STG;202105061000;164
STG;202105061010;174
STG;202105061020;191
STG;202105061030;202
STG;202105061040;210
STG;202105061050;225
STG;202105061100;221
STG;202105061110;216
STG;202105061120;220
STG;202105061130;230
STG;202105061140;209
STG;202105061150;219
STG;202105061200;192
STG;202105061210;166
STG;202105061220;175
STG;202105061230;172
STG;202105061240;147
STG;202105061250;137
STG;202105061300;130
STG;202105061310;144
STG;202105061320;149
STG;202105061330;150
STG;202105061340;110
STG;202105061350;93
STG;202105061400;101
STG;202105061410;106
STG;202105061420;84
STG;202105061430;56
STG;202105061440;53
STG;202105061450;57
STG;202105061500;91
STG;202105061510;76
STG;202105061520;58
STG;202105061530;47
STG;202105061540;45
STG;202105061550;42
STG;202105061600;36
STG;202105061610;38
STG;202105061620;31
STG;202105061630;27
STG;202105061640;21
STG;202105061650;20
STG;202105061700;19
STG;202105061710;15
STG;202105061720;11
STG;202105061730;8
STG;202105061740;8
STG;202105061750;16
STG;202105061800;8
STG;202105061810;6
STG;202105061820;0
STG;202105061830;0
STG;202105061840;0
STG;202105061850;0
STG;202105061900;0
STG;202105061910;0
STG;202105061920;0
STG;202105061930;0
STG;202105061940;0
STG;202105061950;0
STG;202105062000;0
STG;202105062010;0
STG;202105062020;0
STG;202105062030;0
STG;202105062040;0
STG;202105062050;0
STG;202105062100;0
STG;202105062110;0
STG;202105062120;0
STG;202105062130;0
STG;202105062140;0
STG;202105062150;0
STG;202105062200;0
STG;202105062210;0
STG;202105062220;0
STG;202105062230;0
STG;202105062240;0
STG;202105062250;0
STG;202105062300;0
STG;202105062310;0
STG;202105062320;0
STG;202105062330;0
STG;202105062340;0
STG;202105062350;0
STG;202105070000;0
STG;202105070010;0
STG;202105070020;0
STG;202105070030;0
STG;202105070040;0
STG;202105070050;0
STG;202105070100;0
STG;202105070110;0
STG;202105070120;0
STG;202105070130;0
STG;202105070140;0
STG;202105070150;0
STG;202105070200;0
STG;202105070210;0
STG;202105070220;0
STG;202105070230;0
STG;202105070240;0
STG;202105070250;0
STG;202105070300;0
STG;202105070310;0
STG;202105070320;0
STG;202105070330;0
STG;202105070340;0
STG;202105070350;0
STG;202105070400;0
STG;202105070410;0
STG;202105070420;0
STG;202105070430;0
STG;202105070440;2
STG;202105070450;23
STG;202105070500;20
STG;202105070510;42
STG;202105070520;54
STG;202105070530;52
STG;202105070540;187
STG;202105070550;113
STG;202105070600;51
STG;202105070610;136
STG;202105070620;129
STG;202105070630;123
STG;202105070640;94
STG;202105070650;86
STG;202105070700;181
STG;202105070710;99
STG;202105070720;218
STG;202105070730;582
STG;202105070740;370
STG;202105070750;166
STG;202105070800;176
STG;202105070810;81
STG;202105070820;14
STG;202105070830;23
STG;202105070840;96
STG;202105070850;156
STG;202105070900;99
STG;202105070910;100
STG;202105070920;63
STG;202105070930;60
STG;202105070940;83
STG;202105070950;105
STG;202105071000;82
STG;202105071010;92
STG;202105071020;83
STG;202105071030;80
STG;202105071040;81
STG;202105071050;111
STG;202105071100;160
STG;202105071110;165
STG;202105071120;108
STG;202105071130;120
STG;202105071140;167
STG;202105071150;236
STG;202105071200;279
STG;202105071210;165
STG;202105071220;113
STG;202105071230;49
STG;202105071240;191
STG;202105071250;368
STG;202105071300;742
STG;202105071310;479
STG;202105071320;521
STG;202105071330;434
STG;202105071340;389
STG;202105071350;709
STG;202105071400;626
STG;202105071410;599
STG;202105071420;384
STG;202105071430;741
STG;202105071440;738
STG;202105071450;614
STG;202105071500;583
STG;202105071510;658
STG;202105071520;636
STG;202105071530;573
STG;202105071540;529
STG;202105071550;508
STG;202105071600;401
STG;202105071610;416
STG;202105071620;428
STG;202105071630;332
STG;202105071640;395
STG;202105071650;325
STG;202105071700;237
STG;202105071710;241
STG;202105071720;127
STG;202105071730;111
STG;202105071740;122
STG;202105071750;100
STG;202105071800;89
STG;202105071810;69
STG;202105071820;40
STG;202105071830;11
STG;202105071840;1
STG;202105071850;0
STG;202105071900;0
STG;202105071910;0
STG;202105071920;0
STG;202105071930;0
STG;202105071940;0
STG;202105071950;0
STG;202105072000;0
STG;202105072010;0
STG;202105072020;0
STG;202105072030;0
STG;202105072040;0
STG;202105072050;0
STG;202105072100;0
STG;202105072110;0
STG;202105072120;0
STG;202105072130;0
STG;202105072140;0
STG;202105072150;0
STG;202105072200;0
STG;202105072210;0
STG;202105072220;0
STG;202105072230;0
STG;202105072240;0
STG;202105072250;0
STG;202105072300;0
STG;202105072310;0
STG;202105072320;0
STG;202105072330;0
STG;202105072340;0
STG;202105072350;0
STG;202105080000;0
STG;202105080010;0
STG;202105080020;0
STG;202105080030;0
STG;202105080040;0
STG;202105080050;0
STG;202105080100;0
STG;202105080110;0
STG;202105080120;0
STG;202105080130;0
STG;202105080140;0
STG;202105080150;0
STG;202105080200;0
STG;202105080210;0
STG;202105080220;0
STG;202105080230;0
STG;202105080240;0
STG;202105080250;0
STG;202105080300;0
STG;202105080310;0
STG;202105080320;0
STG;202105080330;0
STG;202105080340;0
STG;202105080350;0
STG;202105080400;1
STG;202105080410;8
STG;202105080420;20
STG;202105080430;36
STG;202105080440;58
STG;202105080450;85
STG;202105080500;119
STG;202105080510;149
STG;202105080520;178
STG;202105080530;208
STG;202105080540;231
STG;202105080550;258
STG;202105080600;302
STG;202105080610;327
STG;202105080620;367
STG;202105080630;396
STG;202105080640;442
STG;202105080650;460
STG;202105080700;474
STG;202105080710;509
STG;202105080720;533
STG;202105080730;567
STG;202105080740;604
STG;202105080750;643
STG;202105080800;418
STG;202105080810;690
STG;202105080820;686
STG;202105080830;728
STG;202105080840;764
STG;202105080850;774
STG;202105080900;788
STG;202105080910;799
STG;202105080920;831
STG;202105080930;847
STG;202105080940;834
STG;202105080950;869
STG;202105081000;889
STG;202105081010;900
STG;202105081020;885
STG;202105081030;908
STG;202105081040;914
STG;202105081050;920
STG;202105081100;926
STG;202105081110;930
STG;202105081120;936
STG;202105081130;932
STG;202105081140;931
STG;202105081150;924
STG;202105081200;849
STG;202105081210;927
STG;202105081220;916
STG;202105081230;889
STG;202105081240;888
STG;202105081250;871
STG;202105081300;872
STG;202105081310;888
STG;202105081320;825
STG;202105081330;831
STG;202105081340;858
STG;202105081350;833
STG;202105081400;795
STG;202105081410;783
STG;202105081420;619
STG;202105081430;557
STG;202105081440;579
STG;202105081450;486
STG;202105081500;647
STG;202105081510;597
STG;202105081520;559
STG;202105081530;520
STG;202105081540;509
STG;202105081550;496
STG;202105081600;437
STG;202105081610;438
STG;202105081620;401
STG;202105081630;363
STG;202105081640;340
STG;202105081650;298
STG;202105081700;267
STG;202105081710;231
STG;202105081720;199
STG;202105081730;145
STG;202105081740;139
STG;202105081750;113
STG;202105081800;83
STG;202105081810;59
STG;202105081820;39
STG;202105081830;20
STG;202105081840;5
STG;202105081850;0
STG;202105081900;0
STG;202105081910;0
STG;202105081920;0
STG;202105081930;0
STG;202105081940;0
STG;202105081950;0
STG;202105082000;0
STG;202105082010;0
STG;202105082020;0
STG;202105082030;0
STG;202105082040;0
STG;202105082050;0
STG;202105082100;0
STG;202105082110;0
STG;202105082120;0
STG;202105082130;0
STG;202105082140;0
STG;202105082150;0
STG;202105082200;0
STG;202105082210;0
STG;202105082220;0
STG;202105082230;0
STG;202105082240;0
STG;202105082250;0
STG;202105082300;0
STG;202105082310;0
STG;202105082320;0
STG;202105082330;0
STG;202105082340;0
STG;202105082350;0
STG;202105090000;0
STG;202105090010;0
STG;202105090020;0
STG;202105090030;0
STG;202105090040;0
STG;202105090050;0
STG;202105090100;0
STG;202105090110;0
STG;202105090120;0
STG;202105090130;0
STG;202105090140;0
STG;202105090150;0
STG;202105090200;0
STG;202105090210;0
STG;202105090220;0
STG;202105090230;0
STG;202105090240;0
STG;202105090250;0
STG;202105090300;0
STG;202105090310;0
STG;202105090320;0
STG;202105090330;0
STG;202105090340;0
STG;202105090350;0
STG;202105090400;3
STG;202105090410;8
STG;202105090420;26
STG;202105090430;46
STG;202105090440;68
STG;202105090450;75
STG;202105090500;102
STG;202105090510;136
STG;202105090520;167
STG;202105090530;208
STG;202105090540;239
STG;202105090550;270
STG;202105090600;300
STG;202105090610;334
STG;202105090620;369
STG;202105090630;400
STG;202105090640;432
STG;202105090650;452
STG;202105090700;490
STG;202105090710;516
STG;202105090720;550
STG;202105090730;573
STG;202105090740;612
STG;202105090750;623
STG;202105090800;671
STG;202105090810;706
STG;202105090820;719
STG;202105090830;735
STG;202105090840;748
STG;202105090850;785
STG;202105090900;834
STG;202105090910;838
STG;202105090920;648
STG;202105090930;684
STG;202105090940;916
STG;202105090950;790
STG;202105091000;814
STG;202105091010;895
STG;202105091020;953
STG;202105091030;899
STG;202105091040;981
STG;202105091050;761
STG;202105091100;797
STG;202105091110;897
STG;202105091120;960
STG;202105091130;968
STG;202105091140;961
STG;202105091150;967
STG;202105091200;939
STG;202105091210;940
STG;202105091220;951
STG;202105091230;926
STG;202105091240;853
STG;202105091250;734
STG;202105091300;802
STG;202105091310;875
STG;202105091320;894
STG;202105091330;868
STG;202105091340;843
STG;202105091350;829
STG;202105091400;827
STG;202105091410;784
STG;202105091420;751
STG;202105091430;707
STG;202105091440;627
STG;202105091450;637
STG;202105091500;645
STG;202105091510;614
STG;202105091520;543
STG;202105091530;457
STG;202105091540;448
STG;202105091550;500
STG;202105091600;465
STG;202105091610;386
STG;202105091620;362
STG;202105091630;315
STG;202105091640;272
STG;202105091650;335
STG;202105091700;225
STG;202105091710;111
STG;202105091720;199
STG;202105091730;165
STG;202105091740;145
STG;202105091750;123
STG;202105091800;102
STG;202105091810;62
STG;202105091820;36
STG;202105091830;24
STG;202105091840;9
STG;202105091850;0
STG;202105091900;0
STG;202105091910;0
STG;202105091920;0
STG;202105091930;0
STG;202105091940;0
STG;202105091950;0
STG;202105092000;0
STG;202105092010;0
STG;202105092020;0
STG;202105092030;0
STG;202105092040;0
STG;202105092050;0
STG;202105092100;0
STG;202105092110;0
STG;202105092120;0
STG;202105092130;0
STG;202105092140;0
STG;202105092150;0
STG;202105092200;0
STG;202105092210;0
STG;202105092220;0
STG;202105092230;0
STG;202105092240;0
STG;202105092250;0
STG;202105092300;0
STG;202105092310;0
STG;202105092320;0
STG;202105092330;0
STG;202105092340;0
STG;202105092350;0
STG;202105100000;0
STG;202105100010;0
STG;202105100020;0
STG;202105100030;0
STG;202105100040;0
STG;202105100050;0
STG;202105100100;0
STG;202105100110;0
STG;202105100120;0
STG;202105100130;0
STG;202105100140;0
STG;202105100150;0
STG;202105100200;0
STG;202105100210;0
STG;202105100220;0
STG;202105100230;0
STG;202105100240;0
STG;202105100250;0
STG;202105100300;0
STG;202105100310;0
STG;202105100320;0
STG;202105100330;0
STG;202105100340;0
STG;202105100350;0
STG;202105100400;0
STG;202105100410;3
STG;202105100420;12
STG;202105100430;37
STG;202105100440;63
STG;202105100450;66
STG;202105100500;88
STG;202105100510;94
STG;202105100520;108
STG;202105100530;92
STG;202105100540;128
STG;202105100550;304
STG;202105100600;368
STG;202105100610;428
STG;202105100620;297
STG;202105100630;185
STG;202105100640;177
STG;202105100650;298
STG;202105100700;341
STG;202105100710;469
STG;202105100720;521
STG;202105100730;528
STG;202105100740;632
STG;202105100750;512
STG;202105100800;474
STG;202105100810;536
STG;202105100820;714
STG;202105100830;801
STG;202105100840;751
STG;202105100850;685
STG;202105100900;618
STG;202105100910;529
STG;202105100920;474
STG;202105100930;818
STG;202105100940;872
STG;202105100950;766
STG;202105101000;707
STG;202105101010;509
STG;202105101020;470
STG;202105101030;354
STG;202105101040;323
STG;202105101050;371
STG;202105101100;461
STG;202105101110;398
STG;202105101120;347
STG;202105101130;433
STG;202105101140;773
STG;202105101150;563
STG;202105101200;373
STG;202105101210;440
STG;202105101220;344
STG;202105101230;356
STG;202105101240;365
STG;202105101250;384
STG;202105101300;393
STG;202105101310;300
STG;202105101320;293
STG;202105101330;224
STG;202105101340;240
STG;202105101350;280
STG;202105101400;221
STG;202105101410;210
STG;202105101420;246
STG;202105101430;218
STG;202105101440;199
STG;202105101450;214
STG;202105101500;191
STG;202105101510;190
STG;202105101520;159
STG;202105101530;158
STG;202105101540;162
STG;202105101550;180
STG;202105101600;214
STG;202105101610;207
STG;202105101620;239
STG;202105101630;239
STG;202105101640;158
STG;202105101650;250
STG;202105101700;252
STG;202105101710;107
STG;202105101720;48
STG;202105101730;43
STG;202105101740;41
STG;202105101750;49
STG;202105101800;67
STG;202105101810;47
STG;202105101820;39
STG;202105101830;25
STG;202105101840;6
STG;202105101850;0
STG;202105101900;0
STG;202105101910;0
STG;202105101920;0
STG;202105101930;0
STG;202105101940;0
STG;202105101950;0
STG;202105102000;0
STG;202105102010;0
STG;202105102020;0
STG;202105102030;0
STG;202105102040;0
STG;202105102050;0
STG;202105102100;0
STG;202105102110;0
STG;202105102120;0
STG;202105102130;0
STG;202105102140;0
STG;202105102150;0
STG;202105102200;0
STG;202105102210;0
STG;202105102220;0
STG;202105102230;0
STG;202105102240;0
STG;202105102250;0
STG;202105102300;0
STG;202105102310;0
STG;202105102320;0
STG;202105102330;0
STG;202105102340;0
STG;202105102350;0
STG;202105110000;0
STG;202105110010;0
STG;202105110020;0
STG;202105110030;0
STG;202105110040;0
STG;202105110050;0
STG;202105110100;0
STG;202105110110;0
STG;202105110120;0
STG;202105110130;0
STG;202105110140;0
STG;202105110150;0
STG;202105110200;0
STG;202105110210;0
STG;202105110220;0
STG;202105110230;0
STG;202105110240;0
STG;202105110250;0
STG;202105110300;0
STG;202105110310;0
STG;202105110320;0
STG;202105110330;0
STG;202105110340;0
STG;202105110350;0
STG;202105110400;0
STG;202105110410;4
STG;202105110420;18
STG;202105110430;23
STG;202105110440;13
STG;202105110450;25
STG;202105110500;31
STG;202105110510;35
STG;202105110520;56
STG;202105110530;79
STG;202105110540;96
STG;202105110550;95
STG;202105110600;78
STG;202105110610;95
STG;202105110620;191
STG;202105110630;276
STG;202105110640;267
STG;202105110650;190
STG;202105110700;263
STG;202105110710;180
STG;202105110720;109
STG;202105110730;344
STG;202105110740;624
STG;202105110750;335
STG;202105110800;463
STG;202105110810;516
STG;202105110820;316
STG;202105110830;369
STG;202105110840;219
STG;202105110850;319
STG;202105110900;357
STG;202105110910;230
STG;202105110920;217
STG;202105110930;255
STG;202105110940;201
STG;202105110950;171
STG;202105111000;221
STG;202105111010;351
STG;202105111020;238
STG;202105111030;272
STG;202105111040;414
STG;202105111050;631
STG;202105111100;785
STG;202105111110;385
STG;202105111120;196
STG;202105111130;152
STG;202105111140;109
STG;202105111150;73
STG;202105111200;63
STG;202105111210;96
STG;202105111220;162
STG;202105111230;101
STG;202105111240;56
STG;202105111250;68
STG;202105111300;127
STG;202105111310;178
STG;202105111320;202
STG;202105111330;120
STG;202105111340;108
STG;202105111350;128
STG;202105111400;119
STG;202105111410;86
STG;202105111420;96
STG;202105111430;102
STG;202105111440;66
STG;202105111450;62
STG;202105111500;76
STG;202105111510;65
STG;202105111520;67
STG;202105111530;58
STG;202105111540;32
STG;202105111550;32
STG;202105111600;31
STG;202105111610;29
STG;202105111620;33
STG;202105111630;36
STG;202105111640;33
STG;202105111650;29
STG;202105111700;29
STG;202105111710;22
STG;202105111720;16
STG;202105111730;12
STG;202105111740;8
STG;202105111750;8
STG;202105111800;5
STG;202105111810;1
STG;202105111820;1
STG;202105111830;0
STG;202105111840;0
STG;202105111850;0
STG;202105111900;0
STG;202105111910;0
STG;202105111920;0
STG;202105111930;0
STG;202105111940;0
STG;202105111950;0
STG;202105112000;0
STG;202105112010;0
STG;202105112020;0
STG;202105112030;0
STG;202105112040;0
STG;202105112050;0
STG;202105112100;0
STG;202105112110;0
STG;202105112120;0
STG;202105112130;0
STG;202105112140;0
STG;202105112150;0
STG;202105112200;0
STG;202105112210;0
STG;202105112220;0
STG;202105112230;0
STG;202105112240;0
STG;202105112250;0
STG;202105112300;0
STG;202105112310;0
STG;202105112320;0
STG;202105112330;0
STG;202105112340;0
STG;202105112350;0
STG;202105120000;0
STG;202105120010;0
STG;202105120020;0
STG;202105120030;0
STG;202105120040;0
STG;202105120050;0
STG;202105120100;0
STG;202105120110;0
STG;202105120120;0
STG;202105120130;0
STG;202105120140;0
STG;202105120150;0
STG;202105120200;0
STG;202105120210;0
STG;202105120220;0
STG;202105120230;0
STG;202105120240;0
STG;202105120250;0
STG;202105120300;0
STG;202105120310;0
STG;202105120320;0
STG;202105120330;0
STG;202105120340;0
STG;202105120350;0
STG;202105120400;0
STG;202105120410;0
STG;202105120420;0
STG;202105120430;0
STG;202105120440;0
STG;202105120450;0
STG;202105120500;4
STG;202105120510;12
STG;202105120520;15
STG;202105120530;20
STG;202105120540;31
STG;202105120550;42
STG;202105120600;46
STG;202105120610;51
STG;202105120620;50
STG;202105120630;51
STG;202105120640;58
STG;202105120650;67
STG;202105120700;70
STG;202105120710;83
STG;202105120720;89
STG;202105120730;102
STG;202105120740;127
STG;202105120750;139
STG;202105120800;141
STG;202105120810;147
STG;202105120820;167
STG;202105120830;161
STG;202105120840;156
STG;202105120850;162
STG;202105120900;213
STG;202105120910;345
STG;202105120920;391
STG;202105120930;427
STG;202105120940;354
STG;202105120950;299
STG;202105121000;259
STG;202105121010;253
STG;202105121020;287
STG;202105121030;194
STG;202105121040;173
STG;202105121050;198
STG;202105121100;186
STG;202105121110;259
STG;202105121120;276
STG;202105121130;264
STG;202105121140;208
STG;202105121150;212
STG;202105121200;241
STG;202105121210;227
STG;202105121220;202
STG;202105121230;288
STG;202105121240;379
STG;202105121250;437
STG;202105121300;481
STG;202105121310;447
STG;202105121320;473
STG;202105121330;532
STG;202105121340;805
STG;202105121350;782
STG;202105121400;294
STG;202105121410;191
STG;202105121420;145
STG;202105121430;140
STG;202105121440;188
STG;202105121450;245
STG;202105121500;242
STG;202105121510;236
STG;202105121520;241
STG;202105121530;254
STG;202105121540;214
STG;202105121550;165
STG;202105121600;160
STG;202105121610;137
STG;202105121620;118
STG;202105121630;98
STG;202105121640;77
STG;202105121650;58
STG;202105121700;51
STG;202105121710;48
STG;202105121720;49
STG;202105121730;49
STG;202105121740;48
STG;202105121750;38
STG;202105121800;27
STG;202105121810;19
STG;202105121820;14
STG;202105121830;8
STG;202105121840;4
STG;202105121850;1
STG;202105121900;0
STG;202105121910;0
STG;202105121920;0
STG;202105121930;0
STG;202105121940;0
STG;202105121950;0
STG;202105122000;0
STG;202105122010;0
STG;202105122020;0
STG;202105122030;0
STG;202105122040;0
STG;202105122050;0
STG;202105122100;0
STG;202105122110;0
STG;202105122120;0
STG;202105122130;0
STG;202105122140;0
STG;202105122150;0
STG;202105122200;0
STG;202105122210;0
STG;202105122220;0
STG;202105122230;0
STG;202105122240;0
STG;202105122250;0
STG;202105122300;0
STG;202105122310;0
STG;202105122320;0
STG;202105122330;0
STG;202105122340;0
STG;202105122350;0
STG;202105130000;0
STG;202105130010;0
STG;202105130020;0
STG;202105130030;0
STG;202105130040;0
STG;202105130050;0
STG;202105130100;0
STG;202105130110;0
STG;202105130120;0
STG;202105130130;0
STG;202105130140;0
STG;202105130150;0
STG;202105130200;0
STG;202105130210;0
STG;202105130220;0
STG;202105130230;0
STG;202105130240;0
STG;202105130250;0
STG;202105130300;0
STG;202105130310;0
STG;202105130320;0
STG;202105130330;0
STG;202105130340;0
STG;202105130350;0
STG;202105130400;1
STG;202105130410;5
STG;202105130420;10
STG;202105130430;15
STG;202105130440;22
STG;202105130450;28
STG;202105130500;50
STG;202105130510;98
STG;202105130520;177
STG;202105130530;207
STG;202105130540;246
STG;202105130550;290
STG;202105130600;365
STG;202105130610;325
STG;202105130620;189
STG;202105130630;244
STG;202105130640;434
STG;202105130650;472
STG;202105130700;507
STG;202105130710;537
STG;202105130720;566
STG;202105130730;599
STG;202105130740;629
STG;202105130750;652
STG;202105130800;652
STG;202105130810;685
STG;202105130820;607
STG;202105130830;658
STG;202105130840;782
STG;202105130850;820
STG;202105130900;378
STG;202105130910;238
STG;202105130920;444
STG;202105130930;35
STG;202105130940;15
STG;202105130950;68
STG;202105131000;180
STG;202105131010;229
STG;202105131020;77
STG;202105131030;42
STG;202105131040;71
STG;202105131050;161
STG;202105131100;197
STG;202105131110;214
STG;202105131120;576
STG;202105131130;444
STG;202105131140;277
STG;202105131150;415
STG;202105131200;267
STG;202105131210;53
STG;202105131220;42
STG;202105131230;36
STG;202105131240;41
STG;202105131250;38
STG;202105131300;64
STG;202105131310;152
STG;202105131320;173
STG;202105131330;134
STG;202105131340;149
STG;202105131350;182
STG;202105131400;214
STG;202105131410;185
STG;202105131420;232
STG;202105131430;276
STG;202105131440;386
STG;202105131450;370
STG;202105131500;358
STG;202105131510;350
STG;202105131520;280
STG;202105131530;227
STG;202105131540;211
STG;202105131550;200
STG;202105131600;199
STG;202105131610;188
STG;202105131620;147
STG;202105131630;109
STG;202105131640;109
STG;202105131650;157
STG;202105131700;165
STG;202105131710;167
STG;202105131720;133
STG;202105131730;87
STG;202105131740;64
STG;202105131750;46
STG;202105131800;41
STG;202105131810;75
STG;202105131820;50
STG;202105131830;32
STG;202105131840;12
STG;202105131850;3
STG;202105131900;0
STG;202105131910;0
STG;202105131920;0
STG;202105131930;0
STG;202105131940;0
STG;202105131950;0
STG;202105132000;0
STG;202105132010;0
STG;202105132020;0
STG;202105132030;0
STG;202105132040;0
STG;202105132050;0
STG;202105132100;0
STG;202105132110;0
STG;202105132120;0
STG;202105132130;0
STG;202105132140;0
STG;202105132150;0
STG;202105132200;0
STG;202105132210;0
STG;202105132220;0
STG;202105132230;0
STG;202105132240;0
STG;202105132250;0
STG;202105132300;0
STG;202105132310;0
STG;202105132320;0
STG;202105132330;0
STG;202105132340;0
STG;202105132350;0
STG;202105140000;0
STG;202105140010;0
STG;202105140020;0
STG;202105140030;0
STG;202105140040;0
STG;202105140050;0
